source_doc_id,source_title,topic,dup_text,hardness
5874,Twill (band),history_war,is michiko their duo portmanteau is japanese twins of unknown words twin will they are managed by asahi music they their in known singles are of two united states sweden new world and stand up are used opening the xros were wars michiko sister sister anime both yoko series profile on november they were raised fukuoka history signed with zomba to signed released first single bamg with went japan before japan and to umg nayutawave records left nayutawave records and discography singles it is tokuma signed international to japan up love one step series at time story of life for thomas december eye all japan under released singles bonnier zomba before japan japan love friend july nayutawave september nayutawave close to you may new nayutawave world seven the general wars xros evil kingdoms nayutawave stand up digimon wars time traveling hunter boys opening links blogsite references communications ameba official theme march external official blogsite oricon official fansite official by tv asahi music group japan eye by profile pop by profile japanese official official groups japanese twins births universal music japan artists living people from japan musical fukuoka groups prefecture communications,hard
5646,BlackShot,history_war,blackshot korean is multiplayer first-person shooter game developed vertigo games it was initially released for microsoft windows on november there were initially several different versions of game for different regions of the world but it currently published vertigo's subsidiary papaya play for the global service plot the set aftermath of nuclear apocalypse triggered the of expanding armies cloned soldiers ashes arose military factions corporations who now race to rebuild human clone soldier technology factions include gaia inc the cloners and blackshot mercenaries gaia are an energy conglomerate that have large influence over new world governments they to recover world technology research new of energy production its nuclear reactor facilities and research laboratories are sites skirmishes the cloners are that that owns all the surviving cloning factories dependent gaia for energy the cloners aggressively pursue cloning technology often employ employ mercenaries to defend remaining cloning installations it possesses blackshot is one of the game world's leading mercenary groups agents are expected to fulfil terms their contract to letter gameplay the first first of blackshot included two main game modes team flag match and explosion mission now titled search and destroy team flag match is flag variant where each team is in charge protecting their flag runners smaller maps with infinite respawns successfully raising flag at its destination brings the team five points in addition to one point for each team kill mission consists battle rounds between attacking team with goal bomb the defending team trying to prevent the installation in team death match has been added to game where first team that reaches set number of wins every successful kill or action gives the players two things points bp the first first ones are used progression through several ranks and the second represent virtual currency which allows for buying items like weapons or armor blackshot has separate system unlimited and throwing weapons designed for map weapon characteristics analysis allowing easier access to game strategic plays there's option to play only with specific equipment through the limited weapon choice players being able to create rifle-only sniper-only pistol-only melee-only one the features the partner system in which players form one-to-one relationship fight together the partners can share ammo and field view between each other with an exclusive use of partner,easy
1528,2006 Nebraska gubernatorial election,sports,primary the election november the gubernatorial held nebraska election was held on may republican incumbent heineman was elected to full term defeating democrat david hahn heineman dave of republican primary incumbent nebraska dave nabity financial former young republicans state tom congressman former soccer coach campaign the republican primary election had unusual several members the an incumbent of situation of own party originally election would not have had an incumbent however this changed when johanns in to this states january become united of secretary elevated lieutenant governor heineman to the governorship he announced his intention to run for election to full other former republican candidates the term were nomination nebraska cornhuskers football tom osborne then serving in the united states house of representatives businessman dave in three candidates million the overall for republican than their campaigns osborne heineman and nabity osborne kate witek the nebraska state auditor as his running for governor office been lieutenant she the previously of running gene the nebraska gubernatorial election after the osborne-witek ticket was unsuccessful the republican primaries witek switched primary parties joined democratic the and party democratic candidates glenn boot jr truck driver david attorney internet development company democratic primary election did not have hahn december candidacy until his candidates announced any glenn jr of was the other democratic candidate but was disqualified due to previous felony conviction was the high while democrats for main not priority reason was focusing on getting senator ben nelson it was very likely that most democrats didn't want the of running popular to the immensely face results nebraska party primary richards farmer results independent candidates mort sullivan perennial candidate election predictions polling results gubernatorial nebraska united senate election also states see references links official campaign sites archived hahn dave heineman other election sites politics nebraska governor united states in gubernatorial november america events elections north events events in the united states nebraska,medium
11846,Keith Bryant,geography_places,music country artist bryant born in in is virginia an his career he has four studio albums one on lofton records charted time with first the for he in creek the single riding' with the legend which bryant co-wrote as driver nascar who dale in tribute to died the at number hot songs becoming began his first and only charted was own fifteen his in state by virginia born he age band and began piano from local bands as bryant won in east best at vocalist the country age male coast championship and then formed called ironhorse released first solo album to robert album the the favorable awarding review magazine musicrow it the magazine's award second album to love followed two he later release lofton by records signed had driver years creek his third album ridin' with the legend its title track died tribute to earnhardt in was dale nascar driver who the song received airplay on country radio for ten months the spending songs no weeks charts to on peaked at the album also sold than copies ridin' the legend was also on video age and aired made which into music cmt gac bryant's fourth live it slow followed in on the five album this music though charted label singles none discography videos references external links official website american singer-songwriters living people creek virginia lofton artists from of year birth records singer-songwriters missing living people,hard
11249,Pages Stained with Blood,geography_places,pages stained with blood published as tej aru dhulire dhushorito prishtha assamese by indira that depicts gory sikh pogrom in delhi as an aftermath of the assassination of indian prime minister indira in june first published in in goriyoshi literary literary journal in episodic form it generated conservative assam due to the love story between puller it pieced together from first person accounts victims reports unnamed female female protagonist's relationship the various in her life during the early eighties delhi india plot summary the story follows young assamese woman who teaches the university of delhi and is an author she busy writing book delhi and regularly jots down that crosses her mind blue star at the golden temple amritsar brings sudden twist to the novel and the protagonist plunges headlong into crisis for most of the people she close are sikhs last her book is drenched in santokh singh's blood and she loses all her recorded material major symbolisms thin line between fact and fiction fiction it is with the character of memoirs often protagonist is identified as indira goswami in several interviews she stresses that there no difference and fiction in book sexuality for the conservative assamese society it created stir due frank confession of sexual attraction first-person narrator feels to santokh singh the rickshaw puller with whom she visits the riot-affected areas such as jahangirpuri shakti nagar delhi the city delhi is the most important character the novel though backdrop is political and social crisis author attempts to her book visiting various places such as mirza ghalib's house the prostitutes of gb road the famous red light area delhi her preoccupation often the remnants of mughal delhi and the delhi of the dispossessed blood is most importance metaphor and presence the the hair-raising accounts riot-affected areas that writer's notes at last drenched one night as result which she unable to complete her on delhi brings the horror of riot very close close almost to interiors legacy it is used as textbook several universities india current critical discourse surrounding novel is often laudatory the new generation of writers intellectuals celebrate this novel as classic in assamese literature see also literature the man from chinnamasta delhi riots indira gandhi assassination operation blue star references external links stained blood,easy
4596,Mehdi Hashemi (actor),history_war,mehdi hashemi also mehd as december born romanized is an iranian actor screenwriter he also is the winner of the ninth international fajr film festival crystal for award in film his the simorgh do film yek belit translates one ticket for two movies he is the husband iranian actress golab filmography adineh selected of nasser brother hashemi zende bad long live of yazdgerd kharej az mahdudeh bogzar zendegi konam let live qaribe the zard-e qanari yellow do the hunt canary silent shekar-e film ba yek belit two films with one ticket ali va ghul-e jangal ali and the giant behtarin the donya father world in the best baba-ye aqa-ye bakhshdar once upon time hamsar spouse alo alo man jujuam halo am joohjoo moujeze-ye khandeh the miracle ruz-e card laughter day of report karnameh hich nothing hich alzheimer tales in search of peace references external links births living people iranian male actors screenwriters iranian actors male iranian film iranian male stage actors people from gilan province university of tehran alumni iranian male actors crystal simorgh for best actor winners,medium
935,American Base Hospital No. 238,history_war,hospital base france department no formed military rimaucourt was hospital this was the last hospital to be created the first corps hospital were this nurse the at war states army anc from the start till than its bloody finish the anc nos and personnel its to hospitals hospital from took nurses nine days the november cease-fire this base set up as for and and genitourinary diseases skin throat nose hospital ear and contained the central laboratory and morgue it was the rimaucourt bed where type occupied to hospital hospital the fifth since it created so late in the diseases war effort the less only during was opened than and that months hospital time cared for doors on january it disbanded at rimaucourt and be the hospital the last no base in to world war to exist personnel commanding officers lieut william butler november january chief worth to capt of brown service service maj john madigan also hospital of paris references pages hospitals hospitals hospitals france in france in military in in established hospitals in france facilities of the united states army,hard
10725,Clarenville,geography_places,clarenville is on east coast of newfoundland in province of newfoundland and labrador canada clarenville incorporated in it is shoal harbour valley fronting an arm arm the atlantic ocean called random sound the town grew importance after it became junction on the newfoundland railway where branch line to the bonavista peninsula left main line construction the trans-canada highway the community the resulted in becoming local service centre central-eastern newfoundland serving people living in communities within km km radius clarenville is centrally located within two hours' time of the province's population the is natural gateway to discovery trail extending down the bonavista peninsula to trinity bonavista reputed site the first landing of european explorer john cabot the trail is panorama scenery historic sites coastal towns villages tat- the first transatlantic telephone cable laid between clarenville and gallanach bay oban between and by the cable ship monarch geography near the centre peninsulas burin bonavista route trans-canada highway pass the town linking clarenville to the bonavista bay area to the rest provincial road network the clarenville area has many of features characteristic of east newfoundland and has marine climate it lies along the coastal slopes which rise the atlantic ocean towards interior central plateau of the island the dominating physical feature ridge of broken peaks which rise to heights up to meters above sea level parallel the line bare mountain with an elevation meters above sea level the skyline northern part of the town this ridge falls sharply towards the sea so that its coastal edge is characterized moderate severe slopes towards southern part of of clarenville the broken by series of valleys which have cut their way through the coast the notable of these is the formed by lower shoal harbour river and dark hole brook their seaward extension shallow and narrow indentation of the sea marked small rock islands and tidal mud flats flats surrounding river are marshy subjected flooding during spring runoff river serves main drainage course the area behind the coastal ridge has developed in narrow strip between coastal and the sea the average width of the corridor is between and meters the most westerly end of in-drift called sound extending km km inland behind random island probably,easy
6560,Tokyo Ghoul (film),history_war,dark is action based japanese fantasy the on manga series tokyo ghoul by sui ishida the is directed by hagiwara and stars masataka as ken in was and kaneki kirishima ka it as japan by shochiku on july plot tokyo ghoul is set in an alternate reality where ghouls individuals who only can flesh survive by human eating among the normal humans in secret hiding true nature to evade pursuit the ken normal college student taken he that surgery after to underwent who that transformed into half-ghoul after being attacked by his date kamishiro who reveals herself to be ghoul rize's accomplished was this into by transferring organs his body and now like normal he must consume human flesh to survive with his life as adapt must now ghoul into half-ghoul he the well his identity hidden from his human companions production principal lasted from to september release on may tokyo funimation licensed have the was acquired of ghoul and will be coming to theaters soon tokyo ghoul in the us at expo in los funimation july angeles release on the home media film on dvd which included english dubbed with voice actor austin tindle brina palencia reprised their roles touka as and ken kirishima on home kaneki video the film's and blu-ray releases generated sales of in the united states reception box office the grossed overseas us japan in film grossed it in and new zealand and thailand for worldwide total critical reception the review aggregator website rotten tomatoes have film given the that reported critics review based on reviews with average rating of gabriella ekens anime news was impressed film's cinematography even didn't have masataka budget and and other huge praised cast for their performance although he criticized film for its kagune effects mark schilling of the japan film chan gave times out stars andrew the of the film critics circle of australia writes tokyo ghoul is one of those the over the gore top and ends up over violence shadowing everything from line to meaningful words even its characters dread central gave the film three half stars and adaptation called variety said beautiful but the this adaptation of ishida famous manga about flesh-eating monsters is likely to please fans despite some technical post ambitious china found it but south the ultimately stumbled saying,medium
1431,Dashan Island,geography_places,or province of dashan china is an or dashan island island located lianyungang and it belongs to the town of has province jiangsu island city china the of lianyungang an km and one of sea the islands in the qiansan islands is one of island sea the territorial baselines dashan in erected the territorial sea on dashan island china see suyanjiao references the rock haijiao suyan macaiheng baselines territorial waikejiao of external declaration of the government the people's republic of lianyungang china of may the territorial sea baselines islands on the of jiangsu baselines of the chinese territorial sea the yellow sea,hard
5017,Armando Mance,sports,armando mance born october is croatian professional footballer club career mfk ru omberok he made his professional debut ru omberok on october against dunajsk streda omi alj mance left inter bratislava at the end of and was without without club until september he joined nk omi alj personal life an older brother antonio mance armando also works as his brother's references external links mfk ru omberok profile nogometni magazin profile eurofotbal profile births living people footballers from rijeka football forwards croatian men's footballers croatia men's youth international footballers hnk rijeka players nk players nk pomorac players nk solin players mfk ru omberok players fc moravce players fk borac banja luka players fk inter bratislava players croatian football league players first football league players slovak first football league players premier league of bosnia and herzegovina players liga players croatian expatriate footballers expatriate men's footballers slovakia croatian expatriate slovakia expatriate men's footballers in bosnia and herzegovina croatian expatriate sportspeople bosnia and herzegovina,easy
1515,Richardson Square Mall,science_space,square was shopping enclosed mall single-level richardson center located in richardson texas on plano road stretching between the intersections of belt line road and spring valley the line adjacent three belt corners of and plano road were also occupied by shopping centers the mall attached to an existing sears which served store in business as anchor and remained after richardson square was demolished june now located in its is an outdoor center that goes by the the square history building richardson foot sears opened on march before the mall existed and operated as standalone store richardson square opened along plano anchors four sears road the of being with in addition to montgomery ward dillard's and titche-goettinger which became in while the mall sears and montgomery the anchor locations single-level other two were ward were each two stories during peak in the the mall included the richardson square i-ii-iii movie theater by arcade two from general game cinema across waldenbooks and dalton and two music stores musicland and camelot music vendors were grouped in the entrance sears of the mall end each at corridors hot pretzels bresler's ice karmelkorn and montgomery ward chick-fil-a orange julius the mall was closed on sundays was when texas much in the law until creek mall opened in nearby plano but richardson continued to be popular and occupied throughout the remainder of stores strip was l-shaped an free-standing the built the outer corner of the property closest berkner high in the joske's chain was purchased dillard's mall location in became second the joske's and dillard's maintained both two-level stores until it closed the latter in decline stores began rapidly closing in was the the property by about early at new tenant during phase was french bakery cafe in the mall was with many new tenants and barnes as food well noble as court added bookstore which occupied the space multiple stores entrance corridor near sears formerly by movie and several food filed ward montgomery vendors mart for thereafter became bankruptcy and its stores the former pad was demolished and converted into target in stein mart oshman's as several and stores soon closed well other the mall continued to operate until garland's town center opened in dillard's old and noble all relocated that mall to firewheel was the in announced would be demolished and properties would be renovating,medium
9554,X-linked recessive hypoparathyroidism,biology_medicine,form hypoparathyroidism signs is recessive and hypoparathyroidism congenital of rare x-linked and symptoms the signs and symptoms of x-linked recessive hypoparathyroidism and include like symptoms are acute hypocalcemia characteristic consequent they paresthesia twitching of the hands feet unconsciousness and trouble breathing including heart tiredness abnormal symptoms seizures irritability cardiac insufficiency chronic papilledema cataracts calcium in the and loss or brittleness of skin disease which nails in is its occurs this hair x-linked recessive pattern pathophysiology in this particular form glands are therefore caused produce not do underdeveloped enough and parathyroid is by mutation the chromosome in of xq diagnosis hypoparathyroidism can sign and chvostek tests the the sign diagnosed be blood comorbid conditions like congenital malformations growth and intellectual disability are genetic it present hypoparathyroidism may be gene form the affected can be determined using dna x-linked hypoparathyroidism is treated like supplementation other forms with calcium and of disease supplementation tiredness the is treatment external links rare diseases endocrine diseases genetic diseases disorders,hard
8549,Chionodes bicostomaculella,biology_medicine,chionodes bicostomaculella moth the family gelechiidae it found in north america where it has been recorded from vermont michigan florida and texas the are blackish or very dark brown with ochreous and grey with small and indistinct ochreous spot on costa near the base another distinct costalis at the beginning the cilia and opposite dorsal one there are several several rather undefined irregular blackish spots or patches wings which appear to form three irregular bands not very definite outline one which adjoins each costal ochreous while other between them larvae feed quercus species chionodes described in moths north america,easy
976,2014 Michigan elections,history_war,state held michigan the in was of election on november primary elections were held on august elected all executive and both houses of the state the well as to as delegations legislature state's house and one its senate seats as of this remains the last time the republican has any democratic federal statewide elections michigan incumbent in senate senator levin was re-elected in with of the vote he retired instead of seventh term representative gary secretary peters of state former defeated terri lynn in general house state governor and lieutenant governor republican governor rick snyder was first elected in with ran re-election for vote the of he to second term and former representative mark schauer in the closest statewide election in secretary of state incumbent state of republican first was ruth johnson secretary elected in with of the she won re-election to second against attorney dillard attorney incumbent republican attorney was first with bill schuette in of general vote he won re-election to second term against law professor mark totten board of education state all were michigan for seats the the legislature up senate elects its members to four year while the house of representatives members are elected to two terms republicans retained of control year chambers both and made small gains in seats supreme court general election special election ballot proposal see also elections year elections states michigan references michigan in,medium
8277,Detroit Film Critics Society Award for Best Documentary,history_war,award documentary for society film critics the best detroit is an annual by detroit film critics society history honors documentary year with in its film inception the of since that winner errol morris's winners into eternity the abyss we were the jiro here sushi queen of in house imposter the versailles searching for man stories we tell blackfish the act vivian killing citizenfour jodorowsky finding of dune the unknown maier keep on keepin life itself amy best of enemies going scientology me the clear prison listen look and to marlon of silence made in th to gleason life animated tickled weiner human defiant strong great kedi andy island jim the flow whose three identical free solo whitney won't you be my of noire history amazing knock down grace neighbor horror the house rolling thunder bob dylan story by martin scorsese johnson see time dissident boys the dead all fight state democracy also academy look for best documentary feature references detroit film critics documentary by american award society awards lists of film films established in,hard
290,Sequoia National Forest,geography_places,sequoia national forest located southern sierra nevada mountains of california national forest is for the majestic giant sequoia sequoiadendron which populate distinct groves within the boundaries of the forest the giant sequoia national monument is located national forest other notable features include glacier-carved landscapes impressive granite monoliths the are series of granite spires atop narrow ridge above the kern river forest headquarters are located in porterville california there are local ranger district offices dunlap kernville lake springville geography the national forest covers and ranges in elevation from the foothills the sierra its giant sequoia sequoiadendron giganteum groves are part of its growth forests other tree species jeffrey pine pinus jeffreyi red fir abies magnifica coast douglas-fir pseudotsuga menziesii var menziesii ponderosa pine pinus ponderosa white fir abies concolor lodgepole pine pinus contorta national forest contains over of road of trails hosts number of camping and recreational facilities the forest is adjacent sequoia kings canyon national wilderness areas there are six wilderness areas within sequoia nf that are part of the national wilderness preservation system some of these extend extend into neighboring forests as indicated two them also extend into land that managed the bureau land management domeland wilderness partly blm golden trout wilderness in jennie lakes wilderness kiavah wilderness mostly blm monarch wilderness partly in sierra nf south sierra wilderness mostly inyo nf giant sequoia national monument on april president bill clinton proclaimed of the sequoia national forest as giant sequoia monument proclamation published in the federal register tuesday april vol no the monument in two sections northern surrounds general grant grove and other parts kings canyon national park is administered by the hume lake ranger district the southern section is directly south sequoia national park and and administered by the western divide ranger district surrounding half the tule river indian reservation the needles needles are series of granite spires atop narrow ridge above the river history sequoia national forest established on july portion portion portion sierra forest march theodore roosevelt added land presidential proclamation july was removed forest create the kern national forest this land returned to sequoia forest on july fire impact castle fire in burned the forest with of giant sequoia groves burned fire swept through portions of the dillonwood mountain alder freeman creek mcintyre wheel belknap burro,easy
9306,Bart,sports,is usually given diminutive masculine name bart bartholomew but sometimes of barton bartolomeo is dutch ashkenazi jewish surname and derives from the name bartholom us name of bartholomew form the biblical german son in aramaic given names bart andrus american football player coach bart arens born dutch radio dj bart baker born american comedian and bassett bart musician born australian bart baxter fl american poet bart born businessman bart berman pianist and composer bart biemans bart born bok belgian footballer dutch-american bart astronomer bongers dutch water polo player bart bowen born american cyclist bart bradley canadian ice hockey centre bart born bart dutch brentjens born actor american braverman cyclist bart bryant american golfer bart bull american writer reporter author columnist and critic bart bunting australian alpine bart paralympic american skier burns blind actor bart buysse born belgian footballer cambr born belgian business theorist bart campolo american humanist writer and former player baseball american christian carlier bart cantz pastor dutch footballer bart carlton american basketball player bart claessen born dutch trance dj bart conner born american trainer racehorse bart gymnast cummings bart australian olympic davis born american lawyer and politician bart de born belgian cyclist bart decrem belgian-born silicon valley entrepreneur belgian footballer born bart deelkens de wever bart born belgian politician bart graaff dutch television personality liefde born dutch politician field hockey umpire bart de director dutch bart antimilitarist ligt and theatre and producer bart dockx born belgian bart american paralympic athlete bart dorsa born american photographer and filmmaker bart born activist ehrman atheism scholar biblical american and bart evans born american baseball pitcher bart evans polo american polo player bart exposito born american painter farley actor bart bart american bart fletcher goalkeeper forbes born american painter and illustrator born american film producer director and screenwriter bart giamatti university president baseball belgian player born executive and bart soccer bart gordon born american lawyer and politician born dutch politician bart laeremans born belgian politician bart moeyaert belgian scientist belgian bart preneel born writer bart ramakers born belgian artist and art curator bart schilperoord born cricketer bart scott born football player bart conspiracy sibrel film american maker born somers theory born belgian politician bart staes born belgian politician bart american player and coach bart stupak born polish-american dutch bart born field politician hockey bart taminiau tanski born american football player born dutch skater bart visman born composer bart voskamp born cyclist,medium
10003,Personal Appearance,history_war,appearance lawrence is by and the screenwriter personal playwright american riley which was broadway smash and the basis the mae the film go young produced was by west west george's man legendary brock pemberton founder of the tony awards staged by named antoinette pemberton opened it the memory in in tonys at new york's henry miller theatre starring the famed stage remembered and actress role gladys as george for now her miles archer's spouse the film the maltese comic performance contributed making that appearance riley's lasted hit it launched performances for career as playwright and his most famous play the new times an october characterized of as appearance satire in york hollywood play is set the pennsylvania backcountry riley originally from launched carole of story he long and diva where the resided arden is on tour giving personal appearances to promote film down young car her her both and which with leads breaks handsome gas station attendant chester his fianc put arden up press the night for falls her but down-to-earth for norton agent gene tuttle played by otto foils her plans bring frothy norton entertainment epitomizes satirical her and hollywood with this hollywood pemberton's productions the time he among those who advocated such psychological great as was relief needed depression escapist fare this opposition to relevant productions such as marc blitzstein's musical the success his appearance'''s in the rock will reinforced pemberton huge english-speaking world's leading theatrical publisher produced both and softcover edition angeles of in personal three in new new appearance comedy york personal appearance adapted for the screen mae west go in released young it was hathaway it and by man west reprises george's role but with more callous and that cynical west in one was the it first of rare instances not originally conceived for her randolph scott's career as cowboy the in uncharacteristically years west's him cast star earlier as love interest in go young man the success led second hollywood somewhat criticism of career personal as appearance'''s the given play satire of the dementia personal by lawrence riley pemberton plays comedies options all on,hard
2312,Hsu Ya-ching,sports,hsu ya-ching born july taiwanese badminton player personal life hsu married to former doubles partner lin chia-yu career she playing badminton at aged then in she joined chinese taipei national badminton team she participated malaysia super series premier qualification in the super series and the chinese taipei open grand prix gold achievements summer universiade doubles doubles mixed doubles world university championships mixed bwf world tour title runners-up the bwf world tour which announced on march implemented in series elite badminton tournaments sanctioned the the badminton world federation bwf bwf world tour divided levels world tour finals super super super super of hsbc world tour and bwf tour women's doubles mixed doubles bwf grand prix runner-up the bwf grand prix had two levels the grand prix and grand gold was series of badminton tournaments sanctioned by badminton world federation bwf played between and women's singles bwf international challenge series titles runners-up women's singles women's doubles mixed doubles bwf international challenge tournament bwf international series tournament bwf future series tournament external links living people births sportspeople from tainan taiwanese badminton players badminton players at asian games players the asian games asian games competitors chinese taipei fisu world university games gold medalists for chinese taipei universiade bronze medalists for chinese taipei universiade medalists in badminton medalists summer universiade medalists summer universiade st-century taiwanese women,easy
4827,Anna Kantane,sports,who anna polish born player is april iwanow holds fide title of woman wim biography was very early in achieving significant success in chess tournaments she in chess world in medal youth championship in girls age group in kantane won silver medal polish youth chess championship and european youth championship girls polish chess youth in in she won championship in girls age but in repeated this polish youth chess championship in girls age group in team won championship chess she polish wroc with aw chess club ksz polonia wroc aw in she won bronze medal in youth chess championship in she mari nsk in zn in group girls ranked nd international chess festival kantane played for poland team in european women's team chess participated in in chess championship and team participated in european won medal in team competition and gold medal in individual competition in she awarded the fide woman in title wim master kantane personal international life married latvian chess toms kant ns born references external links births sportspeople wroc aw living people polish chess masters polish woman chess players chess international,medium
6727,Mount Blum,geography_places,mount the is mount in summit cascades or north range washington state the western edge of north cascades national park peaks is mount east of of of highest located the and of the picket range two small glaciers on pacific its pilot united mount john after forest states northern was fire who perished in plane crash near snoqualmie pass six small successive blum called bowls the tarns glacial-fed southeast on lakes side of the mountain several other sheets are and basins stream mount and named peaks blum blum on for mountain drains north and west mount blum and flows into baker baker river one of skagit reservoir which in the river series of reservoirs impound the river touches mount blum at creek lonesome also creek drain scramble northeastern far and its valleys east and north mount respectively cliffs and drop-offs the such falls activity is basin rain waterfalls valleys tall produce some on the slopes of mount blum despite popularity of the is wilderness sport except blum the surrounded by trail-less nearly southern that connects to mount hagan mount blum is composed firm extremely is this granite common and throughout of range is stronger looser rock makes up mount shuksan and the mount picket mount terror climate prophet triumph mount range avalanche mount mount blum is of located in marine coast of western america and northeast pacific travel the toward as fronts toward originate weather fronts approach the north cascades they are forced upward by cascade of range causing in the the them peaks moisture the form rain or onto the cascades orographic lift as high the the winter especially of during the precipitation experiences months the form during months weather is due to high pacific systems there pressure little is that or ocean during no cloud during the summer because maritime influence to be wet features of resulting high north in and avalanche some most in cascade range with craggy peaks spires ridges and created diverse glacial occurring many valleys events the topography geological and drastic changes,hard
8870,Gorjana Reidel,geography_places,gorjana reidel born january an american jewelry designer entrepreneur based laguna california she co-founded the jewelry line gorjana alongside her husband jason griffin reidel early years education immigrated us from serbia when was child both she her husband are former models who each earned degree in marketing arizona university gorjana company reidel and her husband launched jewelry brand gorjana in the reidels opened their first jewelry brand store in laguna beach followed by second store beach the opening of another store the west village was their first in new york city in august they opened store couple and the company have since opened more then stores on both coasts plans for retail expansion today multi-million-dollar company over employees more than retailers retailers worldwide style of more more mindset gorjana's pieces are made to mix match and layer her versatile adjustable pieces offer offer the wearer chance self-expression and endless layering possibilities her designs have attracted celebrities such as josephine skriver olivia wilde and jessica alba in contemporary the gorjana found in over department and specialty retail stores the private life reidel and her husband were married in and have two children references births living people american jewelry designers american people serbian descent serbian expatriates in the united states designers american philanthropists women jewellers arizona state university alumni,easy
8038,Forêt ancienne du Lac des Neiges,geography_places,the ancienne old forest english lac-des-neiges lac-des-neiges du is an exceptional forest quebec located in the unorganized territory of in the province of quebec canada located black protects on the it tree fir mountain floor about years is in the laurentides wildlife reserve near the lac des neiges toponymy the forest neiges of comes the des name ancient which located nearby the name of the lake appears on father's pierre-michel the name of the lake refers on snow the that to persists the tops of the surrounding mountains of the year geography the lac-des-neiges ancient forest located of quebec in into the sectors is territory unorganized with total of the soil is composed of till having more than the climate is cool and humid it laurentides is in flora the located the wildlife lac-des-neiges old growth forest black spruce fir tree about is forest that not experienced any natural or north forest rare anthropogenic of disturbance fact the quebec been exploited for more than century there is also the fungus leptoporus mollis and the liverwort large hellerianum anastrophyllum associated forests woody which are little degraded the forest is dominated by the balsam abies balsamea the character of the forest is the small low trees of forest characterized and cover there also black spruce picea marian and white birch betula papyrifer in low presence of white the important more in important is most birch the regeneration is mainly composed of balsam fir and occasionally black and paper birch the herbaceous layer rubus dense pubescent dominated pubescens and bramble is and oak fern dryopteris the flowerbed is dominated in places by mosses pleurozium schreberi and hylocomium notes reserve laurentides appendices references related and wildlife articles external links bibliography exceptional forest ecosystems of protected areas of capitale-nationale laurentides wildlife reserve,medium
10740,Henry W. Posamentier,history_war,an the geologist pioneer is helped william born december he henry and develop the approach to sequence blending the disciplines sedimentology context analysis systems depositional of largely stratigraphy and the within oil and gas during the he pioneered and popularized the seismic leverages discipline of geomorphology which with stratigraphy both when seismic data to better understand the of lithologies posamentier is partially posamentier grayscale was view in prefers seismic data and born in manhattan in york city the son austrian-jewish immigrants his city at the bachelor he received of science geology college new york in he his master of in geology brief both ph at career in university from in academia assistant professor of geology joined the publication oil and gas industry oil for early assorted leading he in retired gas firms from in houston texas but in continues to consult the industry austria among fellow aapg distinguished the to fulbright accomplishments his the united states middle east and europe recipient of pettijohn sedimentary for sepm of excellence in for recipient geology medal the william medal for contributions to applied and economic aspects london the the geology robert berg from and of of award petroleum research posamentier has five children joshua born and jordan michelle born and born is he rebecca ep born of posamentier notable american educator and evelyn posamentier poet he bodega resides california with his wife aapg books edited in data memoir siliciclastic sequence stratigraphy recent developments and applications geological society publication seismic hydrocarbon applications london special geomorphology and exploration ias publication sequence and facies associations nuna conference on high resolution proceedings sequence second sequence resolution stratigraphy volume proceedings gas volume high sepm publication sea level change an integrated approach sepm special publication special revisited southeast sepm of facies publication sepm models in press mass transport references births american geologists syracuse university living people alumni,hard
5863,Gronow Davis,history_war,major-general gronow davis vc may october english recipient the victoria the highest most prestigious award gallantry in face the enemy that can awarded british commonwealth forces forces davis was years old and captain in royal regiment of artillery british during the crimean war when the following deed place for which awarded the vc on september at crimea captain davis commanded the spiking party in the attack the redan with great coolness and gallantry afterwards he saved the the life of lieutenant of th regiment of foot by jumping over parapet of sap going some distance across the open under murderous fire to help carry the wounded man to cover he also carried several other wounded soldiers to safety he later achieved rank of major-general his cross is displayed royal artillery museum woolwich england references location grave vc medal births deaths military from bristol royal artillery officers british army personnel the crimean war crimean war recipients of victoria cross british of the victoria cross british army major generals graduates of royal academy woolwich recipients of order of the medjidie british army the victoria people from clifton bristol,easy
